antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'rolls/buns'}),"frozenset({'sausage', 'whole milk'})",0.11000467820624206,0.008955423377664907,0.0011361358016440553,0.010328068043742407,1.1532752398396837,1.0,0.0001509973347833698,1.0013869693802109,0.14933146045081686,0.009642654566080544,0.0013850483605447183,0.06859686984276672
"frozenset({'soda', 'rolls/buns'})",frozenset({'other vegetables'}),0.008086613646995923,0.12210118291786407,0.0011361358016440553,0.14049586776859505,1.150651160055549,1.0,0.00014875070954611025,1.0214015083359465,0.13199426111908175,0.008803728638011394,0.020953080802488405,0.07490036957121597
frozenset({'other vegetables'}),"frozenset({'soda', 'rolls/buns'})",0.12210118291786407,0.008086613646995923,0.0011361358016440553,0.009304871373836891,1.1506511600555487,1.0,0.00014875070954611025,1.0012296999264854,0.14913663394712326,0.008803728638011394,0.001228189621797696,0.07490036957121597
frozenset({'meat'}),frozenset({'root vegetables'}),0.016841542471429525,0.06957160997126245,0.0013366303548753592,0.07936507936507937,1.140768186877697,1.0,0.00016493713073861284,1.0106377339967323,0.1255115219903474,0.015710919088766692,0.010525763722143557,0.04928868761721788
frozenset({'root vegetables'}),frozenset({'meat'}),0.06957160997126245,0.016841542471429525,0.0013366303548753592,0.019212295869356386,1.1407681868776969,1.0,0.00016493713073861284,1.002417193229424,0.13262462289900878,0.015710919088766692,0.0024113644954917835,0.04928868761721788
"frozenset({'soda', 'sausage'})",frozenset({'whole milk'}),0.005948005079195348,0.15792287642852368,0.0010693042839002875,0.17977528089887643,1.138373901011379,1.0,0.0001299782127822893,1.0266419725734437,0.12228132983730017,0.006568144499178983,0.02595059746745144,0.09327316732205776
frozenset({'whole milk'}),"frozenset({'soda', 'sausage'})",0.15792287642852368,0.005948005079195348,0.0010693042839002875,0.006771053745239104,1.138373901011379,1.0,0.0001299782127822893,1.0008286595644915,0.14435019841269864,0.006568144499178983,0.0008279734563676694,0.09327316732205776
frozenset({'salty snack'}),frozenset({'canned beer'}),0.018779656485998796,0.04691572545612511,0.0010024727661565194,0.053380782918149475,1.137801502570186,1.0,0.00012141155829906072,1.006829628371537,0.12343005040185266,0.015495867768595042,0.006783300946937143,0.03737415214283542
frozenset({'canned beer'}),frozenset({'salty snack'}),0.04691572545612511,0.018779656485998796,0.0010024727661565194,0.021367521367521368,1.137801502570186,1.0,0.00012141155829906072,1.0026443684815558,0.12707383773928904,0.015495867768595042,0.0026373942393558268,0.03737415214283542
frozenset({'whipped/sour cream'}),frozenset({'curd'}),0.043707812604424245,0.03368308494285905,0.001670787943594199,0.03822629969418961,1.1348811950876174,1.0,0.00019857397897281174,1.0047237876746742,0.1242826193304914,0.02206531332744925,0.004701578416499006,0.043914737148682104
frozenset({'curd'}),frozenset({'whipped/sour cream'}),0.03368308494285905,0.043707812604424245,0.001670787943594199,0.04960317460317461,1.1348811950876172,1.0,0.00019857397897281174,1.0062030531260338,0.1229932913756139,0.02206531332744925,0.006164812466790248,0.043914737148682104
frozenset({'white bread'}),frozenset({'domestic eggs'}),0.023992514870012697,0.037091492347791216,0.0010024727661565194,0.04178272980501393,1.126477452382745,1.0,0.00011255458445117654,1.0048957972300667,0.1150369761709122,0.016685205784204675,0.004871945174376974,0.03440487841602048
frozenset({'domestic eggs'}),frozenset({'white bread'}),0.037091492347791216,0.023992514870012697,0.0010024727661565194,0.02702702702702703,1.126477452382745,1.0,0.00011255458445117654,1.0031188041613757,0.11660188784008896,0.016685205784204675,0.0031091074640787076,0.03440487841602048
frozenset({'sausage'}),frozenset({'misc. beverages'}),0.06034886052262247,0.01577223818752924,0.0010693042839002875,0.017718715393134,1.1234116035062036,1.0,0.00011746768139150562,1.0019815884066077,0.11690967283072554,0.014247551202137132,0.001977669479694713,0.042757662781312766
frozenset({'misc. beverages'}),frozenset({'sausage'}),0.01577223818752924,0.06034886052262247,0.0010693042839002875,0.06779661016949153,1.1234116035062034,1.0,0.00011746768139150562,1.0079894041666415,0.1116147212602703,0.014247551202137132,0.007926079513947486,0.042757662781312766
frozenset({'cream cheese '}),frozenset({'frankfurter'}),0.023658357281293858,0.037759807525228894,0.0010024727661565194,0.04237288135593221,1.1221688915554224,1.0,0.00010913774885176579,1.0048171921417963,0.11150660551714706,0.016592920353982302,0.0047940980503412755,0.03446077696115195
frozenset({'frankfurter'}),frozenset({'cream cheese '}),0.037759807525228894,0.023658357281293858,0.0010024727661565194,0.026548672566371685,1.1221688915554224,1.0,0.00010913774885176579,1.00296914206558,0.11314071398805399,0.016592920353982302,0.0029603523588623126,0.03446077696115195
frozenset({'margarine'}),frozenset({'pork'}),0.03221279155249616,0.037091492347791216,0.0013366303548753592,0.04149377593360996,1.1186871518821726,1.0,0.0001418098435049546,1.0045928586328239,0.10962640701609018,0.019665683382497544,0.00457186072283494,0.038764905984822996
frozenset({'pork'}),frozenset({'margarine'}),0.037091492347791216,0.03221279155249616,0.0013366303548753592,0.036036036036036036,1.1186871518821726,1.0,0.0001418098435049546,1.0039661695109618,0.11018184342032218,0.019665683382497544,0.003950501153732974,0.038764905984822996
frozenset({'chicken'}),frozenset({'margarine'}),0.027868742899151238,0.03221279155249616,0.0010024727661565194,0.03597122302158274,1.1166751246305862,1.0,0.00010474276031605318,1.0038986714492764,0.10747971951051843,0.016968325791855206,0.0038835308384740364,0.0335457774858951
frozenset({'margarine'}),frozenset({'chicken'}),0.03221279155249616,0.027868742899151238,0.0010024727661565194,0.03112033195020747,1.1166751246305862,1.0,0.00010474276031605318,1.0033560298128674,0.10796215730957814,0.016968325791855206,0.0033448045490825236,0.0335457774858951
frozenset({'frankfurter'}),frozenset({'other vegetables'}),0.037759807525228894,0.12210118291786407,0.005146026866270133,0.13628318584070798,1.1161495948191098,1.0,0.0005355097006888195,1.0164197369905876,0.1081463334554042,0.03326133909287257,0.016154484602201084,0.08921438985521989
frozenset({'other vegetables'}),frozenset({'frankfurter'}),0.12210118291786407,0.037759807525228894,0.005146026866270133,0.042145593869731796,1.1161495948191096,1.0,0.0005355097006888195,1.0045787609436612,0.11853615324991701,0.03326133909287257,0.004557891448312051,0.08921438985521989
frozenset({'whole milk'}),frozenset({'semi-finished bread'}),0.15792287642852368,0.009490075519615051,0.001670787943594199,0.0105797714769361,1.1148247930239075,1.0,0.0001720879200126737,1.00110134796713,0.12231428571428575,0.010080645161290324,0.0011001363342146178,0.09331805475255255
frozenset({'semi-finished bread'}),frozenset({'whole milk'}),0.009490075519615051,0.15792287642852368,0.001670787943594199,0.176056338028169,1.1148247930239072,1.0,0.0001720879200126737,1.0220081328816208,0.10398488630996562,0.010080645161290324,0.02153420523138833,0.09331805475255255
"frozenset({'rolls/buns', 'whole milk'})",frozenset({'yogurt'}),0.013967787208447505,0.08587850030074183,0.0013366303548753592,0.09569377990430622,1.1142926293448514,1.0,0.00013709773689400228,1.0108539335298676,0.10402263792869723,0.013568521031207597,0.010737390605946334,0.055628991119468285
frozenset({'yogurt'}),"frozenset({'rolls/buns', 'whole milk'})",0.08587850030074183,0.013967787208447505,0.0013366303548753592,0.01556420233463035,1.1142926293448512,1.0,0.00013709773689400228,1.0016216548910237,0.11220573183213912,0.013568521031207597,0.0016190293841042375,0.055628991119468285
frozenset({'white bread'}),frozenset({'brown bread'}),0.023992514870012697,0.03762614448974136,0.0010024727661565194,0.04178272980501393,1.1104706679794378,1.0,9.97269349851536e-05,1.0043378317679734,0.10192641285492575,0.016538037486218304,0.004319096255029406,0.03421285690961176
frozenset({'brown bread'}),frozenset({'white bread'}),0.03762614448974136,0.023992514870012697,0.0010024727661565194,0.026642984014209593,1.1104706679794378,1.0,9.97269349851536e-05,1.0027230184820854,0.10337037037037053,0.016538037486218304,0.002715623788319513,0.03421285690961176
frozenset({'beef'}),frozenset({'curd'}),0.03395041101383412,0.03368308494285905,0.0012697988371315912,0.03740157480314961,1.110396356705412,1.0,0.00012624425910763896,1.0038629710614062,0.10291467166706114,0.019133937562940583,0.003848105939520551,0.03754999375078115
frozenset({'curd'}),frozenset({'beef'}),0.03368308494285905,0.03395041101383412,0.0012697988371315912,0.037698412698412696,1.1103963567054118,1.0,0.00012624425910763896,1.0038948306165518,0.10288620090928617,0.019133937562940583,0.0038797197652265113,0.03754999375078115
frozenset({'sausage'}),frozenset({'yogurt'}),0.06034886052262247,0.08587850030074183,0.005747510525964045,0.09523809523809523,1.1089864739670185,1.0,0.0005648408894225838,1.0103448154570749,0.10458748221906108,0.04091341579448145,0.010238895967803696,0.08108208263850286
frozenset({'yogurt'}),frozenset({'sausage'}),0.08587850030074183,0.06034886052262247,0.005747510525964045,0.0669260700389105,1.1089864739670185,1.0,0.0005648408894225838,1.007048969331468,0.1075084076619388,0.04091341579448145,0.006999629160186191,0.08108208263850286
"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'soda'}),0.010559379803515338,0.09710619528169484,0.0011361358016440553,0.10759493670886075,1.108013102529032,1.0,0.00011075460439031039,1.0117533414573916,0.09852394858652681,0.010664993726474278,0.011616805179473243,0.05964743394286809
frozenset({'soda'}),"frozenset({'rolls/buns', 'other vegetables'})",0.09710619528169484,0.010559379803515338,0.0011361358016440553,0.011699931176875431,1.108013102529032,1.0,0.00011075460439031039,1.0011540537224877,0.10796795402098666,0.010664993726474278,0.0011527234177363776,0.05964743394286809
frozenset({'frozen vegetables'}),frozenset({'bottled beer'}),0.028002405934638777,0.04531176903027468,0.001403461872619127,0.05011933174224343,1.1060996472849387,1.0,0.00013462332261678176,1.0050612280811932,0.09868576143328596,0.01951672862453531,0.005035741047195548,0.04054639153483853
frozenset({'bottled beer'}),frozenset({'frozen vegetables'}),0.04531176903027468,0.028002405934638777,0.001403461872619127,0.030973451327433624,1.1060996472849387,1.0,0.00013462332261678176,1.0030660103140259,0.10047502375118733,0.01951672862453531,0.0030566386284646106,0.04054639153483853
